Order ID,Product ID,Product Name,SKU ID,Price,Payment Amount,Currency,Quantity,Fully returned or refunded,Payment method,Order Status,Creator Username,Creator Region,Content Type,Content ID,commission model,Standard commission rate,Est. Commission Base,Est. standard commission payment,Actual Commission Base,Actual Commission Payment,Shop Ads commission rate,Est. Shop Ads commission payment,Actual Shop Ads commission payment,Est. co-funded creator bonus,Actual co-funded creator bonus,Time Created,Payment time,Order Delivery Time,Time Commission Paid,Platform
576880066739935984,1729697274006116523,"【VAHDAM】Turmeric Curcumin 1800mg High Strength | Lakadong Turmeric | 95% Curcuminoids with Black Pepper, Ginger & Boswellia Extract | Joint & Mobility Support | 90 Veg Capsules | Food Supplement UK Healthcare",1729735804972079275,22.49,22.49,GBP,1,No,Not cash on delivery,Pending,sally21198,GB,Video,7615044438380924182,fixed commission,,22.49,,,,5%,1.12,,,,06/04/2026 05:18:10,06/04/2026 05:18:14,,,TTS
576880065224743055,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729636075899295915,35.99,35.99,GBP,1,No,Not cash on delivery,Pending,shop.tikcollections,GB,Livestream,7625356346167429910,fixed commission,30%,53.99,16.2,,,,,,,,06/04/2026 05:08:30,06/04/2026 05:08:37,07/04/2026 19:22:40,,TTS
576880061128284576,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,23.39,23.39,GBP,1,No,Not cash on delivery,Pending,clairelouise925,GB,Video,7564018814594157847,fixed commission,15%,23.39,3.51,,,,,,,,06/04/2026 04:52:27,06/04/2026 04:53:15,,,TTS
576880060548488004,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,16.64,33.28,GBP,2,No,Not cash on delivery,Pending,shammi_124,GB,Video,7616128987680541974,fixed commission,15%,46.78,7.02,,,,,,,,06/04/2026 04:46:35,06/04/2026 04:49:50,07/04/2026 17:02:31,,TTS
576880059504433575,1729697281939642539,"VAHDAM Green Burner 500 mg Green Tea Extract with Apple Cider Vinegar, Garcinia Cambogia, L-Carnitine & Bacillus Coagulans",1729723796674353323,22.49,22.49,GBP,1,No,Not cash on delivery,Pending,buzdeals,GB,Video,7615036903108218134,fixed commission,15%,22.49,3.37,,,,,,,,06/04/2026 04:44:31,06/04/2026 04:44:36,07/04/2026 16:59:39,,TTS
576880058571135139,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729636075899295915,35.99,35.99,GBP,1,No,Not cash on delivery,Pending,shop.tikcollections,GB,Livestream,7625356346167429910,fixed commission,,53.99,,,,5%,2.7,,,,06/04/2026 04:43:33,06/04/2026 04:44:06,07/04/2026 16:56:51,,TTS
576880057359309044,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641810091,29.39,29.39,GBP,1,No,Not cash on delivery,Pending,annsdailydeals,GB,Video,7615564239817723158,fixed commission,,37.79,,,,5%,1.89,,,,06/04/2026 04:41:42,06/04/2026 04:41:45,07/04/2026 16:54:24,,TTS
576880057293379722,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,23.39,23.39,GBP,1,No,Not cash on delivery,Pending,queen_aj5,GB,Video,7624550388552781078,fixed commission,,23.39,,,,5%,1.17,,,,06/04/2026 04:35:27,06/04/2026 04:35:30,,,TTS
576880057637313232,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729636075899295915,49.99,49.99,GBP,1,No,Not cash on delivery,Pending,ayeshakhan178610,GB,Livestream,7625400412690025238,fixed commission,25%,59.99,15,,,,,,,,06/04/2026 04:34:41,06/04/2026 04:35:24,,,TTS
576880056974547728,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641810091,25.2,25.2,GBP,1,No,Not cash on delivery,Pending,shop.tikcollections,GB,Livestream,7625356346167429910,fixed commission,30%,36,10.8,,,,,,,,06/04/2026 04:33:30,06/04/2026 04:33:33,,,TTS
576880054919207367,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,18.19,18.19,GBP,1,No,Not cash on delivery,Pending,grabitfastuk,GB,Video,7624377453318016258,fixed commission,15%,23.39,3.51,,,,,,,,06/04/2026 04:26:36,06/04/2026 04:26:41,07/04/2026 20:40:34,,TTS
576880054176422652,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641810091,25.2,25.2,GBP,1,No,Not cash on delivery,Pending,shop.tikcollections,GB,Livestream,7625356346167429910,fixed commission,,36,,,,5%,1.8,,,,06/04/2026 04:24:44,06/04/2026 04:25:35,07/04/2026 16:40:03,,TTS
576880053865192166,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729636075899295915,37.8,37.8,GBP,1,No,Not cash on delivery,Pending,shop.tikcollections,GB,Livestream,7625356346167429910,fixed commission,30%,54,16.2,,,,,,,,06/04/2026 04:22:50,06/04/2026 04:23:15,,,TTS
576880052835883687,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,22.09,22.09,GBP,1,No,Not cash on delivery,Ineligible,queen_aj5,GB,Video,7604931636165152022,fixed commission,15%,23.39,3.51,,,,,,,,06/04/2026 04:20:53,,,,TTS
576880053321047016,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,22.15,22.4,GBP,1,No,Not cash on delivery,Pending,buzdeals,GB,Video,7599835219578916118,fixed commission,30%,25.99,7.8,,,,,,,,06/04/2026 04:19:35,06/04/2026 04:20:03,,,TTS
576880051605576680,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641810091,32.88,33.13,GBP,1,No,Not cash on delivery,Ineligible,buzdeals,GB,Video,7599835219578916118,fixed commission,30%,37.79,11.34,,,,,,,,06/04/2026 04:16:04,,,,TTS
576880051493247484,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641810091,36,36,GBP,1,No,Not cash on delivery,Pending,shop.tikcollections,GB,Livestream,7625356346167429910,fixed commission,30%,36,10.8,,,,,,,,06/04/2026 04:15:04,06/04/2026 04:15:08,07/04/2026 18:29:59,,TTS
576880051759192305,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729636075899295915,48.6,52.59,GBP,1,No,Not cash on delivery,Pending,shop.tikcollections,GB,Livestream,7625356346167429910,fixed commission,30%,48.6,14.58,,,,,,,,06/04/2026 04:12:03,06/04/2026 04:12:07,,,TTS
576880049872738440,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641810091,29.39,29.39,GBP,1,No,Not cash on delivery,Pending,buzdeals,GB,Video,7599835219578916118,fixed commission,30%,41.99,12.6,,,,,,,,06/04/2026 04:09:36,06/04/2026 04:09:38,,,TTS
576880049453439147,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641810091,32.99,32.99,GBP,1,No,Not cash on delivery,Pending,28d8aaaf,GB,Video,7624086262609153302,fixed commission,15%,41.99,6.3,,,,,,,,06/04/2026 04:07:28,06/04/2026 04:07:32,,,TTS
576880048268548973,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729636075899295915,46.42,46.42,GBP,1,No,Not cash on delivery,Pending,simplyyettybeauty4,GB,Video,7623127403862166806,fixed commission,15%,53.99,8.1,,,,,,,,06/04/2026 04:04:10,06/04/2026 04:04:49,,,TTS
