Order ID,Product ID,Product Name,SKU ID,Price,Payment Amount,Currency,Quantity,Fully returned or refunded,Payment method,Order Status,Creator Username,Creator Region,Content Type,Content ID,commission model,Standard commission rate,Est. Commission Base,Est. standard commission payment,Actual Commission Base,Actual Commission Payment,Shop Ads commission rate,Est. Shop Ads commission payment,Actual Shop Ads commission payment,Est. co-funded creator bonus,Actual co-funded creator bonus,Time Created,Payment time,Order Delivery Time,Time Commission Paid,Platform
576772362064337601,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,24.99,24.99,GBP,1,No,Not cash on delivery,Settled,zappdeals,GB,Video,7533207622455971094,fixed commission,25%,24.99,6.25,24.99,6.25,,,,,,01/08/2025 02:50:25,01/08/2025 02:50:52,04/08/2025 14:34:28,19/08/2025 08:40:10,TTS
576772284323305677,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641810091,35.99,35.99,GBP,1,No,Not cash on delivery,Settled,zappdeals,GB,Video,7529156647986449686,fixed commission,25%,39.99,10,39.99,10,,,,,,01/08/2025 00:06:06,01/08/2025 00:06:08,01/08/2025 20:18:48,16/08/2025 08:50:09,TTS
576772238466652983,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,21.24,21.24,GBP,1,No,Not cash on delivery,Settled,soulfulshopfinds,GB,Video,7530244083239996694,fixed commission,15%,24.99,3.75,24.99,3.75,,,,,,31/07/2025 22:15:24,31/07/2025 22:17:03,01/08/2025 18:31:32,16/08/2025 08:50:09,TTS
576772215142914538,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641810091,39.99,43.98,GBP,1,No,Not cash on delivery,Settled,kezzer51,GB,Video,7533031460882763030,fixed commission,25%,39.99,10,39.99,10,,,,,,31/07/2025 21:15:53,31/07/2025 21:15:57,02/08/2025 15:15:26,17/08/2025 10:13:08,TTS
576772198182263786,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641810091,35.99,35.99,GBP,1,No,Not cash on delivery,Settled,misscharlottejoan,GB,Video,7531020083385126166,fixed commission,,39.99,,39.99,,5%,2,2,,,31/07/2025 20:29:26,31/07/2025 20:29:30,02/08/2025 16:24:30,17/08/2025 07:35:11,TTS
576772060698417750,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,24.99,24.99,GBP,1,No,Not cash on delivery,Settled,wellness.goodvibe.glow,GB,Video,7524960063304371478,fixed commission,25%,24.99,6.25,24.99,6.25,,,,,,31/07/2025 14:17:59,31/07/2025 14:18:28,04/08/2025 15:01:14,19/08/2025 05:43:09,TTS
576772018044115801,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,24.99,24.99,GBP,1,No,Not cash on delivery,Settled,liveforrthemomentt,GB,Video,7526637564950891798,fixed commission,25%,24.99,6.25,24.99,6.25,,,,,,31/07/2025 11:39:15,31/07/2025 11:39:19,03/08/2025 23:07:07,18/08/2025 06:31:09,TTS
576771695485819848,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641810091,35.99,35.99,GBP,1,No,Not cash on delivery,Settled,wellness.goodvibe.glow,GB,Video,7524960063304371478,fixed commission,,39.99,,39.99,,5%,2,2,,,30/07/2025 16:13:05,30/07/2025 16:13:07,31/07/2025 20:25:59,15/08/2025 05:56:10,TTS
576771244425517986,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641810091,39.99,39.99,GBP,1,No,Not cash on delivery,Ineligible,colinwrong,,Video,7526456783594867990,fixed commission,15%,39.99,6,,,,,,,,29/07/2025 12:10:07,,,,TTS
576771193620896669,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,24.99,24.99,GBP,1,No,Not cash on delivery,Settled,liveforrthemomentt,GB,Video,7526637564950891798,fixed commission,25%,24.99,6.25,24.99,6.25,,,,,,29/07/2025 04:20:55,29/07/2025 04:21:37,31/07/2025 17:54:06,15/08/2025 10:33:09,TTS
