Order ID,Product ID,Product Name,SKU ID,Price,Payment Amount,Currency,Quantity,Fully returned or refunded,Payment method,Order Status,Creator Username,Creator Region,Content Type,Content ID,commission model,Standard commission rate,Est. Commission Base,Est. standard commission payment,Actual Commission Base,Actual Commission Payment,Shop Ads commission rate,Est. Shop Ads commission payment,Actual Shop Ads commission payment,Est. co-funded creator bonus,Actual co-funded creator bonus,Time Created,Payment time,Order Delivery Time,Time Commission Paid,Platform
576896144532019277,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee Beverage, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,22.32,22.32,GBP,1,No,Not cash on delivery,Pending,shop.tikcollections,GB,Livestream,7639844353829128982,fixed commission,30%,23.5,7.05,,,,,,,,15/05/2026 04:28:42,15/05/2026 04:28:45,,,TTS
576896143871416757,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee Beverage, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,25.99,25.99,GBP,1,No,Not cash on delivery,Pending,learnwithud,GB,Video,7630237799454706966,fixed commission,25%,25.99,6.5,,,,,,,,15/05/2026 04:28:41,15/05/2026 04:28:44,,,TTS
576896144101513804,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee Beverage, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641810091,39.99,39.99,GBP,1,No,Not cash on delivery,Pending,annsdailydeals,GB,Video,7616366341322247446,fixed commission,,41.99,,,,5%,2.1,,,,15/05/2026 04:26:59,15/05/2026 04:27:03,,,TTS
576896143571458116,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee Beverage, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,22.09,22.09,GBP,1,No,Not cash on delivery,Ineligible,iambukunmiokeowo,GB,Video,7622976082366582038,fixed commission,,25.99,,,,5%,1.3,,,,15/05/2026 04:25:25,,,,TTS
576896143426558802,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee Beverage, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,25.99,25.99,GBP,1,No,Not cash on delivery,Pending,deea07uk1,GB,Video,7638509521295527190,fixed commission,15%,25.99,3.9,,,,,,,,15/05/2026 04:24:46,15/05/2026 04:24:49,,,TTS
576896143382911176,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee Beverage, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641810091,27.99,27.99,GBP,1,No,Not cash on delivery,Pending,shop.tikcollections,GB,Livestream,7639844353829128982,fixed commission,30%,39.99,12,,,,,,,,15/05/2026 04:22:04,15/05/2026 04:22:40,,,TTS
576896140210772433,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee Beverage, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641810091,33.59,33.59,GBP,1,No,Not cash on delivery,Pending,annsdailydeals,GB,Video,7552105352645315862,fixed commission,30%,41.99,12.6,,,,,,,,15/05/2026 04:12:55,15/05/2026 04:12:58,,,TTS
576896135091493513,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee Beverage, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729636075899295915,44.19,44.19,GBP,1,No,Not cash on delivery,Pending,shop.tikcollections,GB,Livestream,7639844353829128982,fixed commission,30%,53.99,16.2,,,,,,,,15/05/2026 04:00:31,15/05/2026 04:00:35,,,TTS
576896135980161261,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee Beverage, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,22.99,22.99,GBP,1,No,Not cash on delivery,Pending,princess37664,GB,Video,7638233256881687830,fixed commission,25%,25.99,6.5,,,,,,,,15/05/2026 03:59:41,15/05/2026 03:59:44,,,TTS
576896133155100840,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee Beverage, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,22.32,22.32,GBP,1,No,Not cash on delivery,Pending,shop.tikcollections,GB,Livestream,7639844353829128982,fixed commission,30%,23.5,7.05,,,,,,,,15/05/2026 03:51:45,15/05/2026 03:51:48,,,TTS
