Order ID,Product ID,Product Name,SKU ID,Price,Payment Amount,Currency,Quantity,Fully returned or refunded,Payment method,Order Status,Creator Username,Creator Region,Content Type,Content ID,commission model,Standard commission rate,Est. Commission Base,Est. standard commission payment,Actual Commission Base,Actual Commission Payment,Shop Ads commission rate,Est. Shop Ads commission payment,Actual Shop Ads commission payment,Est. co-funded creator bonus,Actual co-funded creator bonus,Time Created,Payment time,Order Delivery Time,Time Commission Paid,Platform
576898672114506667,1729509299352344747,VAHDAM KSM-66 Ashwagandha Coffee | Instant Beverage with 95% Curcuminoids Turmeric Lion's Mane & Chaga | 40 Servings | Clinically Proven for Stress Relief & Focus,1729581609641810091,39.89,39.89,GBP,1,No,Not cash on delivery,Pending,kristinas.krackers,GB,Livestream,7641996731986479894,fixed commission,30%,39.89,11.97,,,,,,,,21/05/2026 04:21:34,21/05/2026 04:21:38,,,TTS
576898669949655160,1729509299352344747,VAHDAM KSM-66 Ashwagandha Coffee | Instant Beverage with 95% Curcuminoids Turmeric Lion's Mane & Chaga | 40 Servings | Clinically Proven for Stress Relief & Focus,1729581609641744555,23.5,27.49,GBP,1,No,Not cash on delivery,Pending,shop.tikcollections,GB,Livestream,7642066437510531862,fixed commission,30%,23.5,7.05,,,,,,,,21/05/2026 04:12:43,21/05/2026 04:12:46,,,TTS
576898669561944584,1729509299352344747,VAHDAM KSM-66 Ashwagandha Coffee | Instant Beverage with 95% Curcuminoids Turmeric Lion's Mane & Chaga | 40 Servings | Clinically Proven for Stress Relief & Focus,1729581609641810091,33.86,33.86,GBP,1,No,Not cash on delivery,Pending,shop.tikcollections,GB,Livestream,7642066437510531862,fixed commission,30%,36.09,10.83,,,,,,,,21/05/2026 04:10:09,21/05/2026 04:13:03,,,TTS
576898668793534852,1729509299352344747,VAHDAM KSM-66 Ashwagandha Coffee | Instant Beverage with 95% Curcuminoids Turmeric Lion's Mane & Chaga | 40 Servings | Clinically Proven for Stress Relief & Focus,1729812118344013995,78.99,78.99,GBP,1,No,Not cash on delivery,Pending,annsdailydeals,GB,Livestream,7642091908398959382,fixed commission,30%,84.99,25.5,,,,,,,,21/05/2026 04:06:21,21/05/2026 04:06:25,,,TTS
576898666173668294,1729509299352344747,VAHDAM KSM-66 Ashwagandha Coffee | Instant Beverage with 95% Curcuminoids Turmeric Lion's Mane & Chaga | 40 Servings | Clinically Proven for Stress Relief & Focus,1729581609641744555,22.32,22.32,GBP,1,No,Not cash on delivery,Pending,shop.tikcollections,GB,Livestream,7642066437510531862,fixed commission,30%,22.32,6.7,,,,,,,,21/05/2026 04:00:41,21/05/2026 04:00:44,,,TTS
576898663591614751,1729509299352344747,VAHDAM KSM-66 Ashwagandha Coffee | Instant Beverage with 95% Curcuminoids Turmeric Lion's Mane & Chaga | 40 Servings | Clinically Proven for Stress Relief & Focus,1729581609641744555,21.69,21.69,GBP,1,No,Not cash on delivery,Pending,doe_finds,GB,Video,7641153530149096726,fixed commission,15%,24.69,3.7,,,,,,,,21/05/2026 03:52:01,21/05/2026 03:52:04,,,TTS
576898662796008125,1729509299352344747,VAHDAM KSM-66 Ashwagandha Coffee | Instant Beverage with 95% Curcuminoids Turmeric Lion's Mane & Chaga | 40 Servings | Clinically Proven for Stress Relief & Focus,1729581609641744555,22.32,22.32,GBP,1,No,Not cash on delivery,Pending,shop.tikcollections,GB,Livestream,7642066437510531862,fixed commission,30%,22.32,6.7,,,,,,,,21/05/2026 03:49:29,21/05/2026 03:49:32,,,TTS
576898661850389376,1729509299352344747,VAHDAM KSM-66 Ashwagandha Coffee | Instant Beverage with 95% Curcuminoids Turmeric Lion's Mane & Chaga | 40 Servings | Clinically Proven for Stress Relief & Focus,1729581609641744555,25.99,25.99,GBP,1,No,Not cash on delivery,Pending,nick.d.miller,GB,Video,7636521411774909718,fixed commission,30%,25.99,7.8,,,,,,,,21/05/2026 03:46:03,21/05/2026 03:47:03,,,TTS
576898659263027566,1729629514098776235,"VAHDAM Turmeric Ginger Herbal Tea Bags (100 Pyramid Tea Bags) - Caffeine Free, Blend of Real Spices - Turmeric Tea, Ginger Tea | Herbal Tea",1729629542578755755,29.99,29.99,GBP,1,No,Not cash on delivery,Pending,iambukunmiokeowo,GB,Video,7519121303702490390,fixed commission,30%,29.99,9,,,,,,,,21/05/2026 03:40:19,21/05/2026 03:41:27,,,TTS
576898658037046033,1729509299352344747,VAHDAM KSM-66 Ashwagandha Coffee | Instant Beverage with 95% Curcuminoids Turmeric Lion's Mane & Chaga | 40 Servings | Clinically Proven for Stress Relief & Focus,1729581609641744555,24.69,24.69,GBP,1,No,Not cash on delivery,Pending,queen_aj5,GB,Video,7603352289667075350,fixed commission,25%,24.69,6.17,,,,,,,,21/05/2026 03:36:21,21/05/2026 03:42:38,,,TTS
