Order ID,Product ID,Product Name,SKU ID,Price,Payment Amount,Currency,Quantity,Fully returned or refunded,Payment method,Order Status,Creator Username,Creator Region,Content Type,Content ID,commission model,Standard commission rate,Est. Commission Base,Est. standard commission payment,Actual Commission Base,Actual Commission Payment,Shop Ads commission rate,Est. Shop Ads commission payment,Actual Shop Ads commission payment,Est. co-funded creator bonus,Actual co-funded creator bonus,Time Created,Payment time,Order Delivery Time,Time Commission Paid,Platform
576868097377015848,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729636075899295915,51.3,51.3,GBP,1,No,Not cash on delivery,Pending,chance4356,GB,Livestream,7615298934860925718,fixed commission,30%,54,16.2,,,,,,,,09/03/2026 23:59:15,09/03/2026 23:59:55,11/03/2026 16:13:52,,TTS
576868094824389289,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,16.37,16.37,GBP,1,No,Not cash on delivery,Pending,taniakhan01,GB,Video,7612432516821077270,fixed commission,,25.99,,,,15%,3.9,,,,09/03/2026 23:55:17,09/03/2026 23:55:21,11/03/2026 22:07:31,,TTS
576868089996024281,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641810091,39.89,39.89,GBP,1,No,Not cash on delivery,Pending,annsdailydeals,GB,Showcase,7495521685484178398,fixed commission,,41.99,,,,5%,2.1,,,,09/03/2026 23:41:32,09/03/2026 23:41:38,10/03/2026 15:54:11,,TTS
576868089811212761,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641810091,41.99,41.99,GBP,1,No,Not cash on delivery,Ineligible,annsdailydeals,GB,Showcase,7495521685484178398,fixed commission,,41.99,,,,5%,2.1,,,,09/03/2026 23:38:57,,,,TTS
576868089974856357,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641810091,37.49,37.49,GBP,1,No,Not cash on delivery,Pending,uniquevallerie,GB,Video,7582377009930587414,fixed commission,30%,41.99,12.6,,,,,,,,09/03/2026 23:38:38,09/03/2026 23:38:42,11/03/2026 17:09:56,,TTS
576868089737747016,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641810091,36,39.99,GBP,1,No,Not cash on delivery,Pending,chance4356,GB,Livestream,7615298934860925718,fixed commission,30%,36,10.8,,,,,,,,09/03/2026 23:38:12,09/03/2026 23:38:40,11/03/2026 18:03:48,,TTS
576868085560350924,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641810091,27.29,27.29,GBP,1,No,Not cash on delivery,Pending,annsdailydeals,GB,Video,7574897599790992662,fixed commission,,41.99,,,,5%,2.1,,,,09/03/2026 23:23:30,09/03/2026 23:23:33,11/03/2026 14:52:34,,TTS
576868081209547149,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,22.5,22.5,GBP,1,No,Not cash on delivery,Pending,chance4356,GB,Livestream,7615298934860925718,fixed commission,30%,22.5,6.75,,,,,,,,09/03/2026 23:13:40,09/03/2026 23:13:43,11/03/2026 17:20:37,,TTS
576868081211644812,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,22.22,22.22,GBP,1,No,Not cash on delivery,Pending,annsdailydeals,GB,Video,7552105352645315862,fixed commission,,25.99,,,,5%,1.3,,,,09/03/2026 23:12:40,09/03/2026 23:12:44,11/03/2026 20:21:01,,TTS
576868078644402191,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,24.69,24.69,GBP,1,No,Not cash on delivery,Pending,thesmartfind,GB,Video,7615187304080100630,fixed commission,25%,25.99,6.5,,,,,,,,09/03/2026 23:06:52,09/03/2026 23:06:56,12/03/2026 17:41:14,,TTS
