Order ID,Product ID,Product Name,SKU ID,Price,Payment Amount,Currency,Quantity,Fully returned or refunded,Payment method,Order Status,Creator Username,Creator Region,Content Type,Content ID,commission model,Standard commission rate,Est. Commission Base,Est. standard commission payment,Actual Commission Base,Actual Commission Payment,Shop Ads commission rate,Est. Shop Ads commission payment,Actual Shop Ads commission payment,Est. co-funded creator bonus,Actual co-funded creator bonus,Time Created,Payment time,Order Delivery Time,Time Commission Paid,Platform
576897853859666719,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee Beverage, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729636075899295915,56.99,56.99,GBP,1,No,Not cash on delivery,Pending,opeoluwa491,GB,Video,7630761974938340630,fixed commission,15%,56.99,8.55,,,,,,,,19/05/2026 04:22:25,19/05/2026 04:22:29,,,TTS
576897851971443677,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee Beverage, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641810091,36.09,36.09,GBP,1,No,Not cash on delivery,Pending,shop.tikcollections,GB,Livestream,7641316258076510998,fixed commission,30%,36.09,10.83,,,,,,,,19/05/2026 04:11:05,19/05/2026 04:11:09,,,TTS
576897850919917733,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee Beverage, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,24.69,24.69,GBP,1,No,Not cash on delivery,Pending,candybox276,GB,Video,7573617006671449366,fixed commission,30%,24.69,7.41,,,,,,,,19/05/2026 04:09:58,19/05/2026 04:10:02,,,TTS
576897849000499664,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee Beverage, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729636075899295915,56.99,56.99,GBP,1,No,Not cash on delivery,Pending,julietekedebee,GB,Video,7635694064607825154,fixed commission,25%,56.99,14.25,,,,,,,,19/05/2026 04:05:02,19/05/2026 04:05:35,,,TTS
576897847870986626,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee Beverage, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,19.32,19.32,GBP,1,No,Not cash on delivery,Pending,shop.tikcollections,GB,Livestream,7641316258076510998,fixed commission,30%,22.32,6.7,,,,,,,,19/05/2026 04:02:12,19/05/2026 04:02:15,,,TTS
576897848363358242,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee Beverage, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641810091,37.79,37.79,GBP,1,No,Not cash on delivery,Pending,annsdailydeals,GB,Video,7552105352645315862,fixed commission,,41.99,,,,5%,2.1,,,,19/05/2026 04:02:00,19/05/2026 04:02:03,,,TTS
576897833096681872,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee Beverage, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,25.99,25.99,GBP,1,No,Not cash on delivery,Pending,shopwithriyaaam_,GB,Video,7629710185363164438,fixed commission,,25.99,,,,5%,1.3,,,,19/05/2026 03:21:06,19/05/2026 03:21:09,,,TTS
576897830792698528,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee Beverage, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,24.69,24.69,GBP,1,No,Not cash on delivery,Pending,jannat_reviews,GB,Video,7635382056234601750,fixed commission,,24.69,,,,5%,1.23,,,,19/05/2026 03:16:37,19/05/2026 03:16:40,,,TTS
576897827652016829,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee Beverage, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,24.69,24.69,GBP,1,No,Not cash on delivery,Pending,doe_finds,GB,Video,7641153530149096726,fixed commission,15%,24.69,3.7,,,,,,,,19/05/2026 03:11:48,19/05/2026 03:12:42,,,TTS
576897818869537695,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee Beverage, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,24.69,24.69,GBP,1,No,Not cash on delivery,Pending,dayobabayomi,GB,Video,7633346673644752150,fixed commission,,24.69,,,,5%,1.23,,,,19/05/2026 02:50:57,19/05/2026 02:52:15,,,TTS
576897817250339225,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee Beverage, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,24.69,24.69,GBP,1,No,Not cash on delivery,Pending,sally21198,GB,Video,7621693604985195798,fixed commission,,24.69,,,,5%,1.23,,,,19/05/2026 02:47:38,19/05/2026 02:47:41,,,TTS
576897806756453265,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee Beverage, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729636075899295915,44.81,44.81,GBP,1,No,Not cash on delivery,Ineligible,shop.tikcollections,GB,Livestream,7641316258076510998,fixed commission,30%,51.29,15.39,,,,,,,,19/05/2026 02:25:22,,,,TTS
576897800227167060,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee Beverage, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,25.99,25.99,GBP,1,No,Not cash on delivery,Pending,kezedcreator,GB,Livestream,7641314005873937174,fixed commission,15%,25.99,3.9,,,,,,,,19/05/2026 02:12:57,19/05/2026 02:13:00,,,TTS
576897799533205573,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee Beverage, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,20.5,20.5,GBP,1,No,Not cash on delivery,Pending,shop.tikcollections,GB,Livestream,7641316258076510998,fixed commission,30%,20.5,6.15,,,,,,,,19/05/2026 02:11:48,19/05/2026 02:11:52,,,TTS
