Order ID,Product ID,Product Name,SKU ID,Price,Payment Amount,Currency,Quantity,Fully returned or refunded,Payment method,Order Status,Creator Username,Creator Region,Content Type,Content ID,commission model,Standard commission rate,Est. Commission Base,Est. standard commission payment,Actual Commission Base,Actual Commission Payment,Shop Ads commission rate,Est. Shop Ads commission payment,Actual Shop Ads commission payment,Est. co-funded creator bonus,Actual co-funded creator bonus,Time Created,Payment time,Order Delivery Time,Time Commission Paid,Platform
576891941635201676,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,24.69,24.69,GBP,1,No,Not cash on delivery,Pending,candybox276,GB,Video,7634803156408470806,fixed commission,30%,24.69,7.41,,,,,,,,05/05/2026 04:07:29,05/05/2026 04:07:34,,,TTS
576891937905547680,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729636075899295915,38.99,38.99,GBP,1,No,Not cash on delivery,Pending,mercynonyeofficial,GB,Video,7635948050602708227,fixed commission,15%,56.99,8.55,,,,,,,,05/05/2026 03:58:25,05/05/2026 03:58:29,,,TTS
576891929919855030,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,24.69,24.69,GBP,1,No,Not cash on delivery,Pending,opeoluwa491,GB,Video,7627566836493651222,fixed commission,15%,24.69,3.7,,,,,,,,05/05/2026 03:35:34,05/05/2026 03:35:39,,,TTS
576891929009297912,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729636075899295915,46.89,46.89,GBP,1,No,Not cash on delivery,Pending,cookwithaf,GB,Video,7629634057789361430,fixed commission,15%,57.09,8.56,,,,,,,,05/05/2026 03:32:27,05/05/2026 03:32:31,,,TTS
576891914051164933,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,24.69,24.69,GBP,1,No,Not cash on delivery,Pending,pink_touch_makeup,GB,Video,7629192867747138818,fixed commission,15%,24.69,3.7,,,,,,,,05/05/2026 02:58:15,05/05/2026 02:59:47,,,TTS
576891912257444405,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,25.99,25.99,GBP,1,No,Not cash on delivery,Pending,toby_lifestyle,GB,Video,7630830490647334146,fixed commission,,25.99,,,,5%,1.3,,,,05/05/2026 02:55:25,05/05/2026 02:55:28,,,TTS
576891913090931518,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,24.69,24.69,GBP,1,No,Not cash on delivery,Pending,ifemide_80,GB,Video,7628916792907287830,fixed commission,30%,24.69,7.41,,,,,,,,05/05/2026 02:54:25,05/05/2026 02:54:28,,,TTS
576891911257561515,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729636075899295915,38.99,38.99,GBP,1,No,Not cash on delivery,Pending,iambukunmiokeowo,GB,Video,7573707117664668950,fixed commission,,56.99,,,,5%,2.85,,,,05/05/2026 02:54:23,05/05/2026 02:54:28,,,TTS
576891909267888875,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729636075899295915,46.27,46.27,GBP,1,No,Not cash on delivery,Pending,julietekedebee,GB,Video,7635694064607825154,fixed commission,,56.99,,,,5%,2.85,,,,05/05/2026 02:47:59,05/05/2026 02:48:49,,,TTS
576891902974008291,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,16.89,16.89,GBP,1,No,Not cash on delivery,Pending,joulesreviews,GB,Video,7531386328278240534,fixed commission,15%,24.69,3.7,,,,,,,,05/05/2026 02:36:15,05/05/2026 02:36:19,,,TTS
576891902412102112,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729636075899295915,47.99,47.99,GBP,1,No,Not cash on delivery,Pending,annsdailydeals,GB,Video,7552105352645315862,fixed commission,30%,56.99,17.1,,,,,,,,05/05/2026 02:34:45,05/05/2026 02:34:48,,,TTS
576891902486747642,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729636075899295915,47.99,47.99,GBP,1,No,Not cash on delivery,Pending,opeoluwa491,GB,Video,7615718714586959126,fixed commission,15%,56.99,8.55,,,,,,,,05/05/2026 02:34:36,05/05/2026 02:34:41,,,TTS
576891901991032840,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,22.09,22.09,GBP,1,No,Not cash on delivery,Pending,elvishsk1n,GB,Video,7629386316152638742,fixed commission,30%,25.99,7.8,,,,,,,,05/05/2026 02:33:36,05/05/2026 02:33:47,,,TTS
576891901612693725,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729636075899295915,41.99,41.99,GBP,1,No,Not cash on delivery,Pending,elvishsk1n,GB,Video,7609674007813655810,fixed commission,30%,56.99,17.1,,,,,,,,05/05/2026 02:33:24,05/05/2026 02:33:27,,,TTS
576891898435509049,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,16.89,16.89,GBP,1,No,Not cash on delivery,Pending,shop.tikcollections,GB,Livestream,7636126397987752726,fixed commission,30%,24.69,7.41,,,,,,,,05/05/2026 02:27:27,05/05/2026 02:27:30,,,TTS
576891898274748634,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729636075899295915,42.29,42.29,GBP,1,No,Not cash on delivery,Pending,toby_lifestyle,GB,Video,7632466980699671830,fixed commission,25%,51.29,12.82,,,,,,,,05/05/2026 02:26:25,05/05/2026 02:27:16,,,TTS
576891895759870846,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,19.49,19.49,GBP,1,No,Not cash on delivery,Pending,opeoluwa491,GB,Video,7616420980327517462,fixed commission,15%,24.69,3.7,,,,,,,,05/05/2026 02:22:25,05/05/2026 02:22:30,,,TTS
576891896237300091,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,24.57,24.57,GBP,1,No,Not cash on delivery,Pending,nick.d.miller,GB,Livestream,7613121894279727894,fixed commission,30%,25.99,7.8,,,,,,,,05/05/2026 02:21:03,05/05/2026 02:21:07,,,TTS
576891889648966431,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,24.69,24.69,GBP,1,No,Not cash on delivery,Pending,tarashowcase,GB,Video,7621912831373380886,fixed commission,25%,24.69,6.17,,,,,,,,05/05/2026 02:09:48,05/05/2026 02:10:42,,,TTS
576891889866349530,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,24.69,24.69,GBP,1,No,Not cash on delivery,Ineligible,obaapa0639,GB,Video,7540242944020761878,fixed commission,15%,24.69,3.7,0,0,,,,,,05/05/2026 02:09:39,05/05/2026 02:09:41,,,TTS
576891883869280787,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729636075899295915,39.99,39.99,GBP,1,No,Not cash on delivery,Pending,tarashowcase,GB,Video,7621954643261672726,fixed commission,25%,59.99,15,,,,,,,,05/05/2026 01:58:12,05/05/2026 01:58:41,,,TTS
576891881568705443,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,16.89,16.89,GBP,1,No,Not cash on delivery,Pending,titoofinds,GB,Video,7555152093926001942,fixed commission,30%,24.69,7.41,,,,,,,,05/05/2026 01:55:05,05/05/2026 01:55:09,,,TTS
576891882515372544,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,24.69,24.69,GBP,1,No,Not cash on delivery,Pending,toby_lifestyle,GB,Video,7629444487902711062,fixed commission,25%,24.69,6.17,,,,,,,,05/05/2026 01:54:44,05/05/2026 01:54:47,,,TTS
576891881517717715,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729581609641744555,25.99,25.99,GBP,1,No,Not cash on delivery,Pending,candybox276,GB,Video,7573632868933487894,fixed commission,30%,25.99,7.8,,,,,,,,05/05/2026 01:54:08,05/05/2026 01:54:12,,,TTS
576891879442847831,1729509299352344747,"VAHDAM KSM-66 Ashwagandha Coffee | Instant Coffee with KSM-66, 95% Curcuminoids Turmeric, Lion’s Mane & Chaga | 40 Servings",1729636075899295915,44.99,44.99,GBP,1,No,Not cash on delivery,Pending,shop.tikcollections,GB,Livestream,7636126397987752726,fixed commission,30%,53.99,16.2,,,,,,,,05/05/2026 01:49:36,05/05/2026 01:50:00,,,TTS
